GROUPED BY YEAR AND SORTED BY POSITION,,,,,,,,,,,,,,,SORTED ALPHABETICALLY,,,,,,,,,,,,,,,GROUPED BY POSITION AND SORTED BY YEAR,,,,,,,,,,,,,
#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge,,#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge,,#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge
29,Nito Moeno,2693,2010,17,NEW,AKB48,Undergirls Member,1992/07/22,25,17,AB,Aichi,"25 Years, 6 Months, 15 Days",,53,Ichikawa Miori,15045,2014,37,4,AKB48,Future Girls Member,1994/02/12,23,20,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days",,7,Matsui Rena,73173,2013,32,3,SKE48,Senbatsu Member,1991/07/27,26,21,O,Aichi,"26 Years, 6 Months, 10 Days"
30,Komori Mika,2613,2010,17,NEW,AKB48,Undergirls Member,1994/07/19,23,15,O,Aichi,"23 Years, 6 Months, 18 Days",,79,Ichikawa Miori,13165,2015,41,-26,NMB48,Upcoming Girls Member,1994/02/12,23,21,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days",,7,Shimazaki Haruka,67591,2014,37,5,AKB48,Senbatsu Member,1994/03/30,23,20,A,Saitama,"23 Years, 10 Months, 7 Days"
31,Sato Sumire,2591,2010,17,NEW,AKB48,Undergirls Member,1993/11/20,24,16,O,Saitama,"24 Years, 2 Months, 17 Days",,81,Ichikawa Miori,12970,2016,45,-28,NMB48,No Membership,1994/02/12,23,22,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days",,7,Miyawaki Sakura,81422,2015,41,4,HKT48,Senbatsu Member,1998/03/19,19,17,A,Kagoshima,"19 Years, 10 Months, 18 Days"
32,Umeda Ayaka,2499,2010,17,NEW,AKB48,Undergirls Member,1989/01/03,29,21,A,Fukuoka,"29 Years, 1 Months, 3 Days",,61,Ichikawa Miori,18814,2017,49,20,NMB48,Future Girls Member,1994/02/12,23,23,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days",,7,Suda Akari,69159,2016,45,11,SKE48,Senbatsu Member,1991/10/31,26,24,A,Aichi,"26 Years, 3 Months, 6 Days"
33,Fujie Reina,2460,2010,17,NEW,AKB48,Undergirls Member,1994/02/01,23,16,B,Chiba,"24 Years, 0 Months, 5 Days",,99,Ichino Narumi,10538,2017,49,NEW,SKE48,No Membership,1999/04/14,18,18,O,Aichi,"18 Years, 9 Months, 23 Days",,7,Yokoyama Yui,58314,2017,49,4,AKB48,Senbatsu Member,1992/12/08,25,24,B,Kyoto,"25 Years, 1 Months, 29 Days"
34,Yonezawa Rumi,2171,2010,17,-12,AKB48,Undergirls Member,1991/06/06,26,19,B,Saitama,"26 Years, 8 Months, 0 Days",,14,Ikoma Rina,40089,2014,37,NEW,Nogizaka46,Senbatsu Member,1995/12/29,22,18,AB,Akita,"22 Years, 1 Months, 8 Days",,8,Sato Amina,2117,2009,13,NEW,AKB48,Senbatsu Member,1990/10/16,27,18,O,Tokyo,"27 Years, 3 Months, 21 Days"
35,Takayanagi Akane,2030,2010,17,NEW,SKE48,Undergirls Member,1991/11/29,26,18,B,Aichi,"26 Years, 2 Months, 8 Days",,90,Imada Mina,10056,2016,45,NEW,HKT48,No Membership,1997/03/05,20,19,O,Fukuoka,"20 Years, 11 Months, 1 Days",,8,Kashiwagi Yuki,15466,2010,17,1,AKB48,Senbatsu Member,1991/07/15,26,18,A,Kagoshima,"26 Years, 6 Months, 22 Days"
36,Yamauchi Suzuran,1945,2010,17,NEW,AKB48,Undergirls Member,1994/12/08,23,15,O,Chiba,"23 Years, 1 Months, 29 Days",,95,Imada Mina,10882,2017,49,-5,AKB48,No Membership,1997/03/05,20,20,O,Fukuoka,"20 Years, 11 Months, 1 Days",,8,Itano Tomomi,50403,2011,22,-4,AKB48,Senbatsu Member,1991/07/03,26,19,A,Kanagawa,"26 Years, 7 Months, 3 Days"
37,Katayama Haruka,1935,2010,17,-9,AKB48,Undergirls Member,1990/05/10,27,20,A,Aichi,"27 Years, 8 Months, 27 Days",,48,Inoue Yuriya,20643,2016,45,NEW,HKT48,Next Girls Member,1999/06/15,18,17,A,Fukuoka,"18 Years, 7 Months, 22 Days",,8,Itano Tomomi,50483,2012,27,0,AKB48,Senbatsu Member,1991/07/03,26,20,A,Kanagawa,"26 Years, 7 Months, 3 Days"
38,Yagami Kumi,1909,2010,17,NEW,SKE48,Undergirls Member,1994/06/13,23,16,A,Aichi,"23 Years, 7 Months, 24 Days",,30,Iriyama Anna,22869,2013,32,NEW,AKB48,Undergirls Member,1995/12/03,22,17,B,Chiba,"22 Years, 2 Months, 3 Days",,8,Takahashi Minami,68681,2013,32,-2,AKB48,Senbatsu Member,1991/04/08,26,22,AB,Tokyo,"26 Years, 9 Months, 29 Days"
39,Matsubara Natsumi,1854,2010,17,-9,AKB48,Undergirls Member,1990/06/19,27,20,B,Fukuoka,"27 Years, 7 Months, 18 Days",,20,Iriyama Anna,34002,2014,37,10,AKB48,Undergirls Member,1995/12/03,22,18,B,Chiba,"22 Years, 2 Months, 3 Days",,8,Kojima Haruna,62899,2014,37,1,AKB48,Senbatsu Member,1988/04/19,29,26,O,Saitama,"29 Years, 9 Months, 18 Days"
40,Ishiguro Atsuki,1604,2010,17,NEW,AKB48,Undergirls Member,1993/09/24,24,16,**,Saitama,"24 Years, 4 Months, 13 Days",,18,Iriyama Anna,36894,2016,45,REENTER,AKB48,Undergirls Member,1995/12/03,22,20,B,Chiba,"22 Years, 2 Months, 3 Days",,8,Miyazawa Sae,75495,2015,41,4,SNH48,Senbatsu Member,1990/08/13,27,24,O,Tokyo,"27 Years, 5 Months, 24 Days"
1,Maeda Atsuko,139892,2011,22,1,AKB48,Senbatsu Center,1991/07/10,26,19,A,Chiba,"26 Years, 6 Months, 27 Days",,77,Ishida Anna,13269,2015,41,NEW,SKE48,Upcoming Girls Member,1996/05/27,21,19,B,Aichi,"21 Years, 8 Months, 10 Days",,8,Shimazaki Haruka,68126,2016,45,1,AKB48,Senbatsu Member,1994/03/30,23,22,A,Saitama,"23 Years, 10 Months, 7 Days"
2,Oshima Yuko,122843,2011,22,-1,AKB48,Senbatsu Member,1988/10/17,29,22,B,Tochigi,"29 Years, 3 Months, 20 Days",,27,Ishida Haruka,3235,2010,17,NEW,AKB48,Undergirls Member,1993/12/02,24,16,A,Saitama,"24 Years, 2 Months, 4 Days",,8,Soda Sarina,52475,2017,49,22,SKE48,Senbatsu Member,1993/01/18,25,24,B,Saitama,"25 Years, 0 Months, 19 Days"
3,Kashiwagi Yuki,74252,2011,22,5,AKB48,Senbatsu Member,1991/07/15,26,19,A,Kagoshima,"26 Years, 6 Months, 22 Days",,50,Ishida Haruka,6333,2012,27,-23,AKB48,Future Girls Member,1993/12/02,24,18,A,Saitama,"24 Years, 2 Months, 4 Days",,9,Kashiwagi Yuki,1920,2009,13,NEW,AKB48,Senbatsu Member,1991/07/15,26,17,A,Kagoshima,"26 Years, 6 Months, 22 Days"
4,Shinoda Mariko,60539,2011,22,-1,AKB48,Senbatsu Member,1986/03/11,31,25,A,Fukuoka,"31 Years, 10 Months, 26 Days",,46,Ishida Haruka,16072,2013,32,4,AKB48,Next Girls Member,1993/12/02,24,19,A,Saitama,"24 Years, 2 Months, 4 Days",,9,Miyazawa Sae,12560,2010,17,5,AKB48,Senbatsu Member,1990/08/13,27,19,O,Tokyo,"27 Years, 5 Months, 24 Days"
5,Watanabe Mayu,59118,2011,22,0,AKB48,Senbatsu Member,1994/03/26,23,17,A,Saitama,"23 Years, 10 Months, 11 Days",,57,Ishida Haruka,14358,2014,37,-11,SKE48,Future Girls Member,1993/12/02,24,20,A,Saitama,"24 Years, 2 Months, 4 Days",,9,Sashihara Rino,45227,2011,22,10,AKB48,Senbatsu Member,1992/11/21,25,18,O,Oita,"25 Years, 2 Months, 16 Days"
6,Kojima Haruna,52920,2011,22,1,AKB48,Senbatsu Member,1988/04/19,29,23,O,Saitama,"29 Years, 9 Months, 18 Days",,71,Ishida Haruka,14319,2015,41,-14,AKB48,Upcoming Girls Member,1993/12/02,24,21,A,Saitama,"24 Years, 2 Months, 4 Days",,9,Matsui Jurina,45747,2012,27,5,SKE48,Senbatsu Member,1997/03/08,20,15,B,Aichi,"20 Years, 10 Months, 29 Days"
7,Takahashi Minami,52790,2011,22,-1,AKB48,Senbatsu Member,1991/04/08,26,20,AB,Tokyo,"26 Years, 9 Months, 29 Days",,40,Ishiguro Atsuki,1604,2010,17,NEW,AKB48,Undergirls Member,1993/09/24,24,16,**,Saitama,"24 Years, 4 Months, 13 Days",,9,Kojima Haruna,67424,2013,32,-2,AKB48,Senbatsu Member,1988/04/19,29,25,O,Saitama,"29 Years, 9 Months, 18 Days"
8,Itano Tomomi,50403,2011,22,-4,AKB48,Senbatsu Member,1991/07/03,26,19,A,Kanagawa,"26 Years, 7 Months, 3 Days",,58,Isohara Kyoka,12319,2013,32,NEW,SKE48,Future Girls Member,1996/08/08,21,16,O,Aichi,"21 Years, 5 Months, 29 Days",,9,Takahashi Minami,57388,2014,37,-1,AKB48,Senbatsu Member,1991/04/08,26,23,AB,Tokyo,"26 Years, 9 Months, 29 Days"
9,Sashihara Rino,45227,2011,22,10,AKB48,Senbatsu Member,1992/11/21,25,18,O,Oita,"25 Years, 2 Months, 16 Days",,44,Isohara Kyoka,17616,2014,37,14,NMB48,Next Girls Member,1996/08/08,21,17,O,Aichi,"21 Years, 5 Months, 29 Days",,9,Shimazaki Haruka,73803,2015,41,-2,AKB48,Senbatsu Member,1994/03/30,23,21,A,Saitama,"23 Years, 10 Months, 7 Days"
10,Matsui Rena,36929,2011,22,1,SKE48,Senbatsu Member,1991/07/27,26,19,O,Aichi,"26 Years, 6 Months, 10 Days",,53,Isohara Kyoka,17278,2015,41,-9,SKE48,Future Girls Member,1996/08/08,21,18,O,Aichi,"21 Years, 5 Months, 29 Days",,9,Kodama Haruka,60591,2016,45,8,HKT48,Senbatsu Member,1996/09/19,21,19,O,Fukuoka,"21 Years, 4 Months, 18 Days"
11,Miyazawa Sae,33500,2011,22,-2,AKB48,Senbatsu Member,1990/08/13,27,20,O,Tokyo,"27 Years, 5 Months, 24 Days",,7,Itano Tomomi,2281,2009,13,NEW,AKB48,Senbatsu Member,1991/07/03,26,17,A,Kanagawa,"26 Years, 7 Months, 3 Days",,9,Okada Nana,48143,2017,49,5,AKB48,Senbatsu Member,1997/11/07,20,19,A,Osaka,"20 Years, 2 Months, 30 Days"
12,Takajo Aki,31009,2011,22,1,AKB48,Senbatsu Member,1991/10/03,26,19,B,Tokyo,"26 Years, 4 Months, 3 Days",,4,Itano Tomomi,20513,2010,17,3,AKB48,Senbatsu Member,1991/07/03,26,18,A,Kanagawa,"26 Years, 7 Months, 3 Days",,10,Kasai Tomomi,1890,2009,13,NEW,AKB48,Senbatsu Member,1991/11/16,26,17,A,Tokyo,"26 Years, 2 Months, 21 Days"
13,Kitahara Rie,27957,2011,22,3,AKB48,Senbatsu Member,1991/06/24,26,20,A,Aichi,"26 Years, 7 Months, 13 Days",,8,Itano Tomomi,50403,2011,22,-4,AKB48,Senbatsu Member,1991/07/03,26,19,A,Kanagawa,"26 Years, 7 Months, 3 Days",,10,Matsui Jurina,12168,2010,17,9,SKE48,Senbatsu Member,1997/03/08,20,13,B,Aichi,"20 Years, 10 Months, 29 Days"
14,Matsui Jurina,27804,2011,22,-4,AKB48,Senbatsu Member,1997/03/08,20,14,B,Aichi,"20 Years, 10 Months, 29 Days",,8,Itano Tomomi,50483,2012,27,0,AKB48,Senbatsu Member,1991/07/03,26,20,A,Kanagawa,"26 Years, 7 Months, 3 Days",,10,Matsui Rena,36929,2011,22,1,SKE48,Senbatsu Member,1991/07/27,26,19,O,Aichi,"26 Years, 6 Months, 10 Days"
15,Minegishi Minami,26070,2011,22,-1,AKB48,Senbatsu Member,1992/11/15,25,18,B,Tokyo,"25 Years, 2 Months, 22 Days",,11,Itano Tomomi,63547,2013,32,-3,AKB48,Senbatsu Member,1991/07/03,26,21,A,Kanagawa,"26 Years, 7 Months, 3 Days",,10,Matsui Rena,42030,2012,27,0,SKE48,Senbatsu Member,1991/07/27,26,20,O,Aichi,"26 Years, 6 Months, 10 Days"
16,Kasai Tomomi,22857,2011,22,-4,AKB48,Senbatsu Member,1991/11/16,26,19,A,Tokyo,"26 Years, 2 Months, 21 Days",,46,Iwanaga Tsugumi,17479,2014,37,NEW,AKB48,Next Girls Member,1994/05/10,23,20,A,Gifu,"23 Years, 8 Months, 27 Days",,10,Miyazawa Sae,65867,2013,32,1,AKB48,Senbatsu Member,1990/08/13,27,22,O,Tokyo,"27 Years, 5 Months, 24 Days"
17,Akimoto Sayaka,17154,2011,22,0,AKB48,Senbatsu Member,1988/07/26,29,22,B,Chiba,"29 Years, 6 Months, 11 Days",,33,Iwasa Misaki,9297,2012,27,NEW,AKB48,Next Girls Center,1995/01/30,22,17,O,Chiba,"23 Years, 0 Months, 7 Days",,10,Suda Akari,48182,2014,37,6,SKE48,Senbatsu Member,1991/10/31,26,22,A,Aichi,"26 Years, 3 Months, 6 Days"
18,Sato Amina,16574,2011,22,0,AKB48,Senbatsu Member,1990/10/16,27,20,O,Tokyo,"27 Years, 3 Months, 21 Days",,56,Iwasa Misaki,12638,2013,32,-23,AKB48,Future Girls Member,1995/01/30,22,18,O,Chiba,"23 Years, 0 Months, 7 Days",,10,Yokoyama Yui,63414,2015,41,3,AKB48,Senbatsu Member,1992/12/08,25,22,B,Kyoto,"25 Years, 1 Months, 29 Days"
19,Yokoyama Yui,16455,2011,22,NEW,AKB48,Senbatsu Member,1992/12/08,25,18,B,Kyoto,"25 Years, 1 Months, 29 Days",,49,Iwasa Misaki,16100,2014,37,7,HKT48,Future Girls Center,1995/01/30,22,19,O,Chiba,"23 Years, 0 Months, 7 Days",,10,Mutou Tomu,58624,2016,45,6,AKB48,Senbatsu Member,1994/11/25,23,21,B,Tokyo,"23 Years, 2 Months, 12 Days"
20,Masuda Yuka,14137,2011,22,5,AKB48,Senbatsu Member,1991/08/03,26,19,B,Osaka,"26 Years, 6 Months, 3 Days",,66,Iwatate Saho,11873,2014,37,NEW,AKB48,Upcoming Girls Member,1994/10/04,23,19,B,Kanagawa,"23 Years, 4 Months, 2 Days",,10,Kitahara Rie,45684,2017,49,2,NGT48,Senbatsu Member,1991/06/24,26,26,A,Aichi,"26 Years, 7 Months, 13 Days"
21,Kuramochi Asuka,12387,2011,22,2,AKB48,Senbatsu Member,1989/09/11,28,21,A,Kanagawa,"28 Years, 4 Months, 26 Days",,51,Iwatate Saho,20021,2016,45,REENTER,AKB48,Future Girls Member,1994/10/04,23,21,B,Kanagawa,"23 Years, 4 Months, 2 Days",,11,Ono Erena,1838,2009,13,NEW,AKB48,Senbatsu Member,1993/11/26,24,15,A,Tokyo,"24 Years, 2 Months, 11 Days"
22,Umeda Ayaka,11860,2011,22,10,AKB48,Undergirls Center,1989/01/03,29,22,A,Fukuoka,"29 Years, 1 Months, 3 Days",,42,Iwatate Saho,24303,2017,49,9,AKB48,Next Girls Member,1994/10/04,23,22,B,Kanagawa,"23 Years, 4 Months, 2 Days",,11,Matsui Rena,12082,2010,17,18,SKE48,Senbatsu Member,1991/07/27,26,18,O,Aichi,"26 Years, 6 Months, 10 Days"
23,Takayanagi Akane,10854,2011,22,12,SKE48,Undergirls Member,1991/11/29,26,19,B,Aichi,"26 Years, 2 Months, 8 Days",,89,Jo Eriko,12348,2017,49,NEW,NMB48,No Membership,1998/11/27,19,18,A,Hyogo,"19 Years, 2 Months, 10 Days",,11,Miyazawa Sae,33500,2011,22,-2,AKB48,Senbatsu Member,1990/08/13,27,20,O,Tokyo,"27 Years, 5 Months, 24 Days"
24,Nakagawa Haruka,10674,2011,22,-4,AKB48,Undergirls Member,1992/02/10,25,19,O,Tokyo,"25 Years, 11 Months, 27 Days",,40,Jonishi Kei,17381,2013,32,NEW,NMB48,Next Girls Member,1995/03/18,22,18,A,Shiga,"22 Years, 10 Months, 19 Days",,11,Miyazawa Sae,40261,2012,27,0,AKB48,Senbatsu Member,1990/08/13,27,21,O,Tokyo,"27 Years, 5 Months, 24 Days"
25,Oota Aika,9910,2011,22,-3,AKB48,Undergirls Member,1994/12/08,23,16,O,Saitama,"23 Years, 1 Months, 29 Days",,58,Jonishi Kei,14194,2014,37,-18,AKB48,Future Girls Member,1995/03/18,22,19,A,Shiga,"22 Years, 10 Months, 19 Days",,11,Itano Tomomi,63547,2013,32,-3,AKB48,Senbatsu Member,1991/07/03,26,21,A,Kanagawa,"26 Years, 7 Months, 3 Days"
26,Hirajima Natsumi,9742,2011,22,0,AKB48,Undergirls Member,1992/05/28,25,19,O,Tokyo,"25 Years, 8 Months, 9 Days",,36,Jonishi Kei,21135,2015,41,22,NMB48,Next Girls Member,1995/03/18,22,20,A,Shiga,"22 Years, 10 Months, 19 Days",,11,Miyawaki Sakura,45538,2014,37,15,HKT48,Senbatsu Member,1998/03/19,19,16,A,Kagoshima,"19 Years, 10 Months, 18 Days"
27,Miyazaki Miho,9271,2011,22,-6,AKB48,Undergirls Member,1993/07/30,24,17,O,Tokyo,"24 Years, 6 Months, 7 Days",,77,Kado Yuria,15990,2017,49,NEW,NGT48,Upcoming Girls Member,2000/05/22,17,17,A,Ishikawa,"17 Years, 8 Months, 15 Days",,11,Kitahara Rie,61566,2015,41,8,NGT48,Senbatsu Member,1991/06/24,26,24,A,Aichi,"26 Years, 7 Months, 13 Days"
28,Yamamoto Sayaka,8697,2011,22,NEW,NMB48,Undergirls Member,1993/07/14,24,17,B,Osaka,"24 Years, 6 Months, 23 Days",,70,Kamata Natsuki,14545,2015,41,NEW,SKE48,Upcoming Girls Member,1996/08/29,21,18,O,Aichi,"21 Years, 5 Months, 8 Days",,11,Yokoyama Yui,58610,2016,45,-1,AKB48,Senbatsu Member,1992/12/08,25,23,B,Kyoto,"25 Years, 1 Months, 29 Days"
29,Ooya Shizuka,7264,2011,22,NEW,AKB48,Undergirls Member,1991/12/28,26,19,O,Fukuoka,"26 Years, 1 Months, 9 Days",,74,Kamata Natsuki,13882,2016,45,NEW,SKE48,Upcoming Girls Member,1996/08/29,21,19,O,Aichi,"21 Years, 5 Months, 8 Days",,11,Takahashi Juri,42663,2017,49,4,AKB48,Senbatsu Member,1997/10/03,20,19,A,Ibaraki,"20 Years, 4 Months, 3 Days"
30,Oya Masana,6660,2011,22,-6,SKE48,Undergirls Member,1990/11/06,27,20,AB,Aichi,"27 Years, 3 Months, 0 Days",,44,Kamata Natsuki,24108,2017,49,30,SKE48,Next Girls Member,1996/08/29,21,20,O,Aichi,"21 Years, 5 Months, 8 Days",,12,Akimoto Sayaka,1599,2009,13,NEW,AKB48,Senbatsu Member,1988/07/26,29,20,B,Chiba,"29 Years, 6 Months, 11 Days"
31,Nito Moeno,6288,2011,22,-2,AKB48,Undergirls Member,1992/07/22,25,18,AB,Aichi,"25 Years, 6 Months, 15 Days",,63,Kaneko Shiori,11620,2013,32,NEW,SKE48,Future Girls Member,1995/06/13,22,18,AB,Saitama,"22 Years, 7 Months, 24 Days",,12,Kasai Tomomi,11080,2010,17,-2,AKB48,Senbatsu Member,1991/11/16,26,18,A,Tokyo,"26 Years, 2 Months, 21 Days"
32,Komori Mika,6120,2011,22,-2,AKB48,Undergirls Member,1994/07/19,23,16,O,Aichi,"23 Years, 6 Months, 18 Days",,10,Kasai Tomomi,1890,2009,13,NEW,AKB48,Senbatsu Member,1991/11/16,26,17,A,Tokyo,"26 Years, 2 Months, 21 Days",,12,Takajo Aki,31009,2011,22,1,AKB48,Senbatsu Member,1991/10/03,26,19,B,Tokyo,"26 Years, 4 Months, 3 Days"
33,Hata Sawako,6117,2011,22,NEW,SKE48,Undergirls Member,1988/09/14,29,22,A,Osaka,"29 Years, 4 Months, 23 Days",,12,Kasai Tomomi,11080,2010,17,-2,AKB48,Senbatsu Member,1991/11/16,26,18,A,Tokyo,"26 Years, 2 Months, 21 Days",,12,Kasai Tomomi,27005,2012,27,4,AKB48,Senbatsu Member,1991/11/16,26,20,A,Tokyo,"26 Years, 2 Months, 21 Days"
34,Sato Sumire,5438,2011,22,-3,AKB48,Undergirls Member,1993/11/20,24,17,O,Saitama,"24 Years, 2 Months, 17 Days",,16,Kasai Tomomi,22857,2011,22,-4,AKB48,Senbatsu Member,1991/11/16,26,19,A,Tokyo,"26 Years, 2 Months, 21 Days",,12,Shimazaki Haruka,57275,2013,32,11,AKB48,Senbatsu Member,1994/03/30,23,19,A,Saitama,"23 Years, 10 Months, 7 Days"
35,Oba Mina,5411,2011,22,NEW,AKB48,Undergirls Member,1992/04/03,25,19,A,Kanagawa,"25 Years, 10 Months, 3 Days",,12,Kasai Tomomi,27005,2012,27,4,AKB48,Senbatsu Member,1991/11/16,26,20,A,Tokyo,"26 Years, 2 Months, 21 Days",,12,Miyazawa Sae,44749,2014,37,-2,SNH48,Senbatsu Member,1990/08/13,27,23,O,Tokyo,"27 Years, 5 Months, 24 Days"
36,Suda Akari,5343,2011,22,NEW,SKE48,Undergirls Member,1991/10/31,26,19,A,Aichi,"26 Years, 3 Months, 6 Days",,9,Kashiwagi Yuki,1920,2009,13,NEW,AKB48,Senbatsu Member,1991/07/15,26,17,A,Kagoshima,"26 Years, 6 Months, 22 Days",,12,Watanabe Miyuki,55715,2015,41,6,NMB48,Senbatsu Member,1993/09/19,24,21,B,Nara,"24 Years, 4 Months, 18 Days"
37,Maeda Ami,5220,2011,22,NEW,AKB48,Undergirls Member,1995/06/01,22,16,O,Tokyo,"22 Years, 8 Months, 5 Days",,8,Kashiwagi Yuki,15466,2010,17,1,AKB48,Senbatsu Member,1991/07/15,26,18,A,Kagoshima,"26 Years, 6 Months, 22 Days",,12,Kitahara Rie,50190,2016,45,-1,NGT48,Senbatsu Member,1991/06/24,26,25,A,Aichi,"26 Years, 7 Months, 13 Days"
38,Matsui Sakiko,5020,2011,22,NEW,AKB48,Undergirls Member,1990/12/10,27,20,O,Saitama,"27 Years, 1 Months, 27 Days",,3,Kashiwagi Yuki,74252,2011,22,5,AKB48,Senbatsu Member,1991/07/15,26,19,A,Kagoshima,"26 Years, 6 Months, 22 Days",,12,Shiroma Miru,41491,2017,49,12,NMB48,Senbatsu Member,1997/10/14,20,19,B,Osaka,"20 Years, 3 Months, 23 Days"
39,Ichikawa Miori,4928,2011,22,NEW,AKB48,Undergirls Member,1994/02/12,23,17,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days",,3,Kashiwagi Yuki,71076,2012,27,0,AKB48,Senbatsu Member,1991/07/15,26,20,A,Kagoshima,"26 Years, 6 Months, 22 Days",,13,Kitahara Rie,1578,2009,13,NEW,AKB48,Senbatsu Member,1991/06/24,26,18,A,Aichi,"26 Years, 7 Months, 13 Days"
40,Fujie Reina,4698,2011,22,-7,AKB48,Undergirls Member,1994/02/01,23,17,B,Chiba,"24 Years, 0 Months, 5 Days",,4,Kashiwagi Yuki,96905,2013,32,-1,AKB48,Senbatsu Member,1991/07/15,26,21,A,Kagoshima,"26 Years, 6 Months, 22 Days",,13,Takajo Aki,11062,2010,17,10,AKB48,Senbatsu Member,1991/10/03,26,18,B,Tokyo,"26 Years, 4 Months, 3 Days"
1,Oshima Yuko,108837,2012,27,1,AKB48,Senbatsu Center,1988/10/17,29,23,B,Tochigi,"29 Years, 3 Months, 20 Days",,3,Kashiwagi Yuki,104364,2014,37,1,AKB48,Senbatsu Member,1991/07/15,26,22,A,Kagoshima,"26 Years, 6 Months, 22 Days",,13,Kitahara Rie,27957,2011,22,3,AKB48,Senbatsu Member,1991/06/24,26,20,A,Aichi,"26 Years, 7 Months, 13 Days"
2,Watanabe Mayu,72574,2012,27,3,AKB48,Senbatsu Member,1994/03/26,23,18,A,Saitama,"23 Years, 10 Months, 11 Days",,2,Kashiwagi Yuki,167183,2015,41,1,AKB48,Senbatsu Member,1991/07/15,26,23,A,Kagoshima,"26 Years, 6 Months, 22 Days",,13,Kitahara Rie,26531,2012,27,0,AKB48,Senbatsu Member,1991/06/24,26,21,A,Aichi,"26 Years, 7 Months, 13 Days"
3,Kashiwagi Yuki,71076,2012,27,0,AKB48,Senbatsu Member,1991/07/15,26,20,A,Kagoshima,"26 Years, 6 Months, 22 Days",,5,Kashiwagi Yuki,92110,2016,45,-3,AKB48,Senbatsu Member,1991/07/15,26,24,A,Kagoshima,"26 Years, 6 Months, 22 Days",,13,Yokoyama Yui,53903,2013,32,2,AKB48,Senbatsu Member,1992/12/08,25,20,B,Kyoto,"25 Years, 1 Months, 29 Days"
4,Sashihara Rino,67339,2012,27,5,AKB48,Senbatsu Member,1992/11/21,25,19,O,Oita,"25 Years, 2 Months, 16 Days",,28,Katayama Haruka,1089,2009,13,NEW,AKB48,Undergirls Member,1990/05/10,27,19,A,Aichi,"27 Years, 8 Months, 27 Days",,13,Yokoyama Yui,40232,2014,37,0,AKB48,Senbatsu Member,1992/12/08,25,21,B,Kyoto,"25 Years, 1 Months, 29 Days"
5,Shinoda Mariko,67017,2012,27,-1,AKB48,Senbatsu Member,1986/03/11,31,26,A,Fukuoka,"31 Years, 10 Months, 26 Days",,37,Katayama Haruka,1935,2010,17,-9,AKB48,Undergirls Member,1990/05/10,27,20,A,Aichi,"27 Years, 8 Months, 27 Days",,13,Matsumura Kaori,53667,2015,41,4,SKE48,Senbatsu Member,1990/01/17,28,25,O,Saitama,"28 Years, 0 Months, 20 Days"
6,Takahashi Minami,65480,2012,27,1,AKB48,Senbatsu Member,1991/04/08,26,21,AB,Tokyo,"26 Years, 9 Months, 29 Days",,48,Katayama Haruka,6602,2012,27,-11,AKB48,Next Girls Member,1990/05/10,27,22,A,Aichi,"27 Years, 8 Months, 27 Days",,13,Mukaichi Mion,47094,2016,45,31,AKB48,Senbatsu Member,1998/01/29,19,18,O,Saitama,"20 Years, 0 Months, 8 Days"
7,Kojima Haruna,54483,2012,27,-1,AKB48,Senbatsu Member,1988/04/19,29,24,O,Saitama,"29 Years, 9 Months, 18 Days",,34,Katayama Haruka,19158,2013,32,14,AKB48,Next Girls Member,1990/05/10,27,23,A,Aichi,"27 Years, 8 Months, 27 Days",,13,Honma Hinata,41230,2017,49,NEW,NGT48,Senbatsu Member,1999/11/10,18,17,B,Niigata,"18 Years, 2 Months, 27 Days"
8,Itano Tomomi,50483,2012,27,0,AKB48,Senbatsu Member,1991/07/03,26,20,A,Kanagawa,"26 Years, 7 Months, 3 Days",,76,Kato Minami,13571,2016,45,NEW,NGT48,Upcoming Girls Member,1999/01/15,19,17,O,Niigata,"19 Years, 0 Months, 22 Days",,14,Miyazawa Sae,1547,2009,13,NEW,AKB48,Senbatsu Member,1990/08/13,27,18,O,Tokyo,"27 Years, 5 Months, 24 Days"
9,Matsui Jurina,45747,2012,27,5,SKE48,Senbatsu Member,1997/03/08,20,15,B,Aichi,"20 Years, 10 Months, 29 Days",,71,Kato Minami,16641,2017,49,5,NGT48,Upcoming Girls Member,1999/01/15,19,18,O,Niigata,"19 Years, 0 Months, 22 Days",,14,Minegishi Minami,9692,2010,17,2,AKB48,Senbatsu Member,1992/11/15,25,17,B,Tokyo,"25 Years, 2 Months, 22 Days"
